TIMESTAMP,P_kpa,AirTC_Avg,RelHum_per,SlrkW_m2_Avg_up,SlrkW_m2_Avg_down,tSlrkW_m2_net,WS_ms_Avg
8/11/2019 15:00,100,7.146,92.5,0.007,0.025,0.018,9.25
8/11/2019 16:00,100,6.783,98,0.005,0.018,0.013,8.93
8/11/2019 17:00,100.1,6.614,97.7,0.006,0.022,0.016,8.32
8/11/2019 18:00,100.1,6.614,98.3,0.004,0.017,0.013,7.856
8/11/2019 17:00,100.1,6.414,99,0.004,0.017,0.013,8.01
8/11/2019 18:00,100.2,5.663,99.3,0.005,0.019,0.014,6.995
8/11/2019 19:00,100.2,5.545,99.3,0.005,0.022,0.017,6.11
8/11/2019 20:00,100.2,5.399,99.4,0.005,0.02,0.015,5.409
8/11/2019 21:00,100.2,4.962,99.3,0.002,0.006,0.004,4.248
8/11/2019 22:00,100.3,4.898,99.3,0.001,0.002,0.001,3.805
8/11/2019 23:00,100.3,4.796,99.3,0,0,0,2.878
8/12/2019 0:00,100.3,4.119,99.3,0,0,0,0.841
8/12/2019 1:00,100.3,3.993,99.3,0,0,0,0.273
8/12/2019 2:00,100.3,4.246,99.3,0,0,0,0.287
8/12/2019 3:00,100.3,4.586,99.3,0,0,0,0.864
8/12/2019 4:00,100.3,4.804,99.3,0,0,0,0.678
8/12/2019 5:00,100.2,4.686,99.3,0.001,0.002,0.001,0.512
8/12/2019 6:00,100.2,5.09,99.3,0.002,0.009,0.007,0.484
8/12/2019 7:00,100.2,5.787,99.3,0.005,0.02,0.015,0.335
8/12/2019 8:00,100.1,6.454,99.3,0.017,0.07,0.053,0.355
8/12/2019 9:00,100.1,6.565,98.6,0.038,0.153,0.115,1.756
8/12/2019 10:00,100,7.596,96.8,0.058,0.231,0.173,1.658
8/12/2019 11:00,100,7.966,93.2,0.052,0.21,0.158,2.486
8/12/2019 12:00,99.9,9.47,88.3,0.1,0.393,0.293,2.444
8/12/2019 13:00,99.8,10.81,85.2,0.095,0.37,0.275,2.172
8/12/2019 14:00,99.8,11.7,79.47,0.073,0.274,0.201,2.016
8/12/2019 15:00,99.7,12.93,77.47,0.08,0.302,0.222,1.748
8/12/2019 16:00,99.6,13.73,73.61,0.075,0.278,0.203,1.196
8/12/2019 17:00,99.6,13.85,72.97,0.049,0.182,0.133,1.046
8/12/2019 18:00,99.5,13.61,73.16,0.039,0.138,0.099,1.81
8/12/2019 19:00,99.4,13.24,80.8,0.031,0.11,0.079,2.04
8/12/2019 20:00,99.3,12.33,87.7,0.019,0.066,0.047,1.703
8/12/2019 21:00,99.2,11.42,86.2,0.006,0.021,0.015,1.381
8/12/2019 22:00,99.1,10.58,96.7,0.002,0.005,0.003,1.171
8/12/2019 23:00,99.1,9.94,92.1,0,0.001,0.001,0.948
8/13/2019 0:00,99,10.7,94.3,0,0,0,2.064
8/13/2019 1:00,99,10.42,96.6,0,0,0,2.115
8/13/2019 2:00,98.9,10.23,97.4,0,0,0,1.612
8/13/2019 3:00,98.9,10.12,98.4,0,0,0,1.851
8/13/2019 4:00,98.8,10.2,96.6,0,0.001,0.001,1.437
8/13/2019 5:00,98.9,10.22,95.7,0.002,0.005,0.003,2.503
8/13/2019 6:00,98.9,10.77,94.7,0.007,0.027,0.02,2.757
8/13/2019 7:00,98.9,11.71,94.5,0.017,0.059,0.042,2.476
8/13/2019 8:00,98.9,12.09,95.1,0.025,0.087,0.062,3.313
8/13/2019 9:00,98.9,12.86,94,0.042,0.145,0.103,4.114
8/13/2019 10:00,98.9,13.59,91.7,0.054,0.189,0.135,4.448
8/13/2019 11:00,99,14.16,90,0.058,0.207,0.149,4.642
8/13/2019 12:00,98.9,15.01,85.3,0.078,0.279,0.201,4.987
8/13/2019 13:00,98.9,15.34,83,0.067,0.246,0.179,4.652
8/13/2019 14:00,98.9,15.86,85.2,0.057,0.209,0.152,4.571
8/13/2019 15:00,98.9,15.11,91,0.036,0.131,0.095,3.005
8/13/2019 16:00,98.9,14.77,91.4,0.045,0.161,0.116,2.113
8/13/2019 17:00,98.8,14.79,94.8,0.025,0.092,0.067,1.237
8/13/2019 18:00,98.9,14.19,98.4,0.009,0.033,0.024,0.656
8/13/2019 19:00,98.9,13.41,98.3,0.003,0.014,0.011,1.564
8/13/2019 20:00,99,12.63,97.4,0.004,0.016,0.012,6.121
8/13/2019 21:00,99,11.65,98.3,0.002,0.008,0.006,5.44
8/13/2019 22:00,99.1,11.45,95.6,0.001,0.005,0.004,5.817
8/13/2019 23:00,99.2,11.22,95.7,0,0.001,0.001,6.868
8/14/2019 0:00,99.3,10.87,92.6,0,0,0,5.701
8/14/2019 1:00,99.3,10.85,90.4,0,0,0,5.69
8/14/2019 2:00,99.3,10.74,94.7,0,0,0,6.137
8/14/2019 3:00,99.4,10.88,95.2,0,0,0,6.352
8/14/2019 4:00,99.4,10.76,96.4,0,0.001,0.001,6.863
8/14/2019 5:00,99.5,10.5,94.7,0.002,0.008,0.006,7.329
8/14/2019 6:00,99.5,10.41,97,0.005,0.017,0.012,5.684
8/14/2019 7:00,99.5,10.51,99,0.005,0.018,0.013,6.254
8/14/2019 8:00,99.5,10.14,98.6,0.005,0.021,0.016,5.115
8/14/2019 9:00,99.6,10.65,95.5,0.014,0.052,0.038,5.82
8/14/2019 10:00,99.6,10.6,95,0.026,0.1,0.074,6.372
8/14/2019 11:00,99.7,10.4,97.1,0.022,0.087,0.065,5.822
8/14/2019 12:00,99.6,11.03,85.4,0.037,0.147,0.11,6.359
8/14/2019 13:00,99.7,11.89,95,0.052,0.201,0.149,6.602
8/14/2019 14:00,99.6,11.05,91.2,0.048,0.191,0.143,6.16
8/14/2019 15:00,99.6,11.41,91.3,0.049,0.194,0.145,6.895
8/14/2019 16:00,99.6,10.72,94.9,0.029,0.114,0.085,8.95
8/14/2019 17:00,99.6,10.57,94.4,0.022,0.086,0.064,8.04
8/14/2019 18:00,99.6,10.49,92.9,0.019,0.074,0.055,8.08
8/14/2019 19:00,99.7,10,94.8,0.012,0.044,0.032,8.87
8/14/2019 20:00,99.7,9.51,96.3,0.008,0.03,0.022,8.9
8/14/2019 21:00,99.8,7.534,97.5,0.003,0.012,0.009,9.11
8/14/2019 22:00,100,4.38,99.3,0.001,0.003,0.002,7.624
8/14/2019 23:00,100.2,3.07,99.3,0,0,0,5.177
8/15/2019 0:00,100.4,3.116,99.3,0,0,0,3.458
8/15/2019 1:00,100.5,3.057,99.3,0,0,0,2.307
8/15/2019 2:00,100.6,3.158,99.3,0,0,0,2.714
8/15/2019 3:00,100.6,2.884,99.3,0,0,0,3.33
8/15/2019 4:00,100.7,2.484,99.3,0,0.001,0.001,4.136
8/15/2019 5:00,100.7,2.406,99.3,0.002,0.01,0.008,4.979
8/15/2019 6:00,100.8,2.855,97.1,0.005,0.022,0.017,5.486
8/15/2019 7:00,100.9,3.301,96.6,0.013,0.051,0.038,5.686
8/15/2019 8:00,100.9,3.417,97.9,0.017,0.07,0.053,5.119
8/15/2019 9:00,100.9,3.932,92.8,0.031,0.125,0.094,5.35
8/15/2019 10:00,101,4.628,87.9,0.054,0.214,0.16,5.38
8/15/2019 11:00,101.1,5.178,84.2,0.056,0.221,0.165,5.205
8/15/2019 12:00,101,5.861,82,0.088,0.338,0.25,5.267
8/15/2019 13:00,101.1,6.632,82.8,0.098,0.37,0.272,5.23
8/15/2019 14:00,101.1,7.143,78.03,0.118,0.45,0.332,4.623
8/15/2019 15:00,101,7.542,80.2,0.126,0.471,0.345,4.074
8/15/2019 16:00,101,7.889,79.63,0.121,0.437,0.316,3.342
8/15/2019 17:00,101,7.737,80.4,0.095,0.335,0.24,2.924
8/15/2019 18:00,101,7.447,82.2,0.062,0.214,0.152,2.572
8/15/2019 19:00,101,6.932,91.4,0.036,0.125,0.089,2.202
8/15/2019 20:00,100.9,6.029,94.3,0.012,0.043,0.031,2.127
8/15/2019 21:00,100.9,5.378,96.7,0.006,0.02,0.014,1.789
8/15/2019 22:00,100.9,4.912,98,0.001,0.005,0.004,1.795
8/15/2019 23:00,100.8,4.565,99.3,0,0,0,1.87
8/16/2019 0:00,100.8,4.131,99.3,0,0,0,1.722
8/16/2019 1:00,100.8,3.918,99.3,0,0,0,1.758
8/16/2019 2:00,100.8,3.544,99.3,0,0,0,1.694
8/16/2019 3:00,100.7,3.319,99.3,0,0,0,1.891
8/16/2019 4:00,100.7,2.933,99.3,0.001,0.002,0.001,1.722
8/16/2019 5:00,100.6,2.45,99.3,0.005,0.016,0.011,1.657
8/16/2019 6:00,100.6,2.1,99.4,0.013,0.045,0.032,2.544
8/16/2019 7:00,100.6,1.82,99.3,0.019,0.067,0.048,2.968
8/16/2019 8:00,100.6,1.864,99.3,0.022,0.08,0.058,2.801
8/16/2019 9:00,100.6,2.653,99.3,0.039,0.139,0.1,2.52
8/16/2019 10:00,100.7,3.963,92.2,0.085,0.303,0.218,2.566
8/16/2019 11:00,100.7,4.534,83,0.076,0.277,0.201,2.889
8/16/2019 12:00,100.8,5.615,70.57,0.081,0.299,0.218,3.416
8/16/2019 13:00,100.8,6.176,73.58,0.097,0.357,0.26,3.988
8/16/2019 14:00,100.9,5.888,78.58,0.098,0.359,0.261,4.015
8/16/2019 15:00,101,5.054,78.1,0.072,0.266,0.194,3.899
8/16/2019 16:00,101.1,4.609,80.4,0.057,0.207,0.15,3.72
8/16/2019 17:00,101.2,3.773,89.4,0.024,0.086,0.062,3.365
8/16/2019 18:00,101.3,3.107,99.2,0.012,0.042,0.03,3.075
8/16/2019 19:00,101.4,2.813,99.2,0.01,0.035,0.025,2.913
8/16/2019 20:00,101.5,2.668,99.2,0.008,0.029,0.021,2.869
8/16/2019 21:00,101.5,2.868,99.3,0.004,0.013,0.009,2.963
8/16/2019 22:00,101.6,2.838,99.3,0.001,0.003,0.002,2.881
8/16/2019 23:00,101.7,2.927,99.3,0,0,0,3.498
8/17/2019 0:00,101.8,2.933,99.2,0,0,0,4.05
8/17/2019 1:00,101.9,2.817,99.3,0,0,0,3.682
8/17/2019 2:00,102,2.681,99.3,0,0,0,3.001
8/17/2019 3:00,102,3.083,99.4,0,0,0,3.986
8/17/2019 4:00,102.1,3.336,99.3,0,0,0,4.236
8/17/2019 5:00,102.1,3.496,99.3,0.001,0.003,0.002,4.768
8/17/2019 6:00,102.2,3.032,98.6,0.003,0.011,0.008,6.09
8/17/2019 7:00,102.2,2.81,90.3,0.015,0.056,0.041,6.824
8/17/2019 8:00,102.3,2.896,92.5,0.021,0.078,0.057,6.583
8/17/2019 9:00,102.3,3.198,97.3,0.028,0.105,0.077,6.208
8/17/2019 10:00,102.3,3.28,97.2,0.028,0.103,0.075,6.768
8/17/2019 11:00,102.3,3.721,96.3,0.042,0.157,0.115,7.427
8/17/2019 12:00,102.3,4.204,97.3,0.041,0.155,0.114,7.662
8/17/2019 13:00,102.3,4.529,97.9,0.045,0.175,0.13,7.879
8/17/2019 14:00,102.3,4.798,96.2,0.03,0.115,0.085,7.367
8/17/2019 15:00,102.3,4.842,93.9,0.027,0.104,0.077,7.249
8/17/2019 16:00,102.2,5.284,93.7,0.025,0.093,0.068,6.579
8/17/2019 17:00,102.3,5.644,92,0.023,0.085,0.062,7.135
8/17/2019 18:00,102.2,5.409,90.1,0.014,0.053,0.039,5.703
8/17/2019 19:00,102.2,5.39,91.5,0.019,0.069,0.05,5.581
8/17/2019 20:00,102.2,5.279,92.3,0.021,0.068,0.047,5.11
8/17/2019 21:00,102.2,4.795,95,0.009,0.03,0.021,4.376
8/17/2019 22:00,102.2,4.049,97.3,0.001,0.004,0.003,3.929
8/17/2019 23:00,102.1,3.468,95.1,0,0,0,3.382
8/18/2019 0:00,102.1,3.173,95.4,0,0,0,3.618
8/18/2019 1:00,102.1,3.099,97.1,0,0,0,4.109
8/18/2019 2:00,102,3.215,94.2,0,0,0,4.819
8/18/2019 3:00,102,3.414,97,0,0,0,4.872
8/18/2019 4:00,102,3.253,97.9,0,0.001,0.001,5.044
8/18/2019 5:00,102,2.953,97.2,0.003,0.009,0.006,5.293
8/18/2019 6:00,101.9,3.188,95.4,0.006,0.022,0.016,5.374
8/18/2019 7:00,101.8,3.711,93.9,0.01,0.038,0.028,5.884
8/18/2019 8:00,101.8,4.193,92,0.019,0.072,0.053,6.5
8/18/2019 9:00,101.8,4.719,88.2,0.027,0.099,0.072,7.249
8/18/2019 10:00,101.7,5.109,86.1,0.037,0.137,0.1,7.592
8/18/2019 11:00,101.7,5.618,85.1,0.043,0.16,0.117,7.798
8/18/2019 12:00,101.6,6.271,77.04,0.057,0.21,0.153,7.644
8/18/2019 13:00,101.6,6.349,78.29,0.042,0.156,0.114,7.463
8/18/2019 14:00,101.5,6.457,77.64,0.042,0.155,0.113,7.059
8/18/2019 15:00,101.5,6.218,85.2,0.021,0.075,0.054,5.982
8/18/2019 16:00,101.4,6.4,84,0.03,0.109,0.079,4.696
10/2/2019 0:00,99.8,-0.228,99.3,0,0,0,1.68
10/2/2019 1:00,99.8,-0.057,99.3,0,0,0,0.987
10/2/2019 2:00,99.8,-0.153,99.3,0,0,0,0.888
10/2/2019 3:00,99.8,-1.907,99.3,0,0,0,0.638
10/2/2019 4:00,99.8,-2.642,99.3,0,0,0,1.736
10/2/2019 5:00,99.7,-2.683,98.8,0,0,0,2.341
10/2/2019 6:00,99.7,-2.915,99.2,0,0,0,1.473
10/2/2019 7:00,99.7,-4.185,99.3,0,0.001,0.001,0.324
10/2/2019 8:00,99.7,-3.628,99.4,0.005,0.017,0.012,1.141
10/2/2019 9:00,99.6,-2.741,99.3,0.021,0.062,0.041,1.461
10/2/2019 10:00,99.6,-2.417,98.7,0.046,0.141,0.095,1.789
10/2/2019 11:00,99.5,-1.53,99.3,0.038,0.134,0.096,2.355
10/2/2019 12:00,99.5,-0.762,99.3,0.038,0.151,0.113,2.375
10/2/2019 13:00,99.5,0.145,99.4,0.026,0.121,0.095,3.033
10/2/2019 14:00,99.4,0.728,98.3,0.028,0.131,0.103,2.636
10/2/2019 15:00,99.4,1.222,95.7,0.037,0.151,0.114,2.903
10/2/2019 16:00,99.3,1.222,98.7,0.039,0.136,0.097,3.411
10/2/2019 17:00,99.3,0.34,99.3,0.01,0.048,0.038,3.042
10/2/2019 18:00,99.3,-0.19,99.4,0.003,0.014,0.011,2.114
10/2/2019 19:00,99.2,-0.676,99.4,0,0.001,0.001,1.778
10/2/2019 20:00,99.2,-1.552,99.3,0,0,0,1.179
10/2/2019 21:00,99.2,-2.084,99.3,0,0,0,0.543
10/2/2019 22:00,99.2,-2.292,99.3,0,0,0,0.211
10/2/2019 23:00,99.2,-2.079,99.3,0,0,0,0.128
10/3/2019 0:00,99.2,-1.871,97.4,0,0,0,1.593
10/3/2019 1:00,99.2,-0.834,96.7,0,0,0,0.77
10/3/2019 2:00,99.2,-0.531,97.8,0,0,0,1.117
10/3/2019 3:00,99.2,-0.468,91.9,0,0,0,0.961
10/3/2019 4:00,99.2,0.465,87.9,0,0,0,1.981
10/3/2019 5:00,99.2,1.19,87.4,0,0,0,3.217
10/3/2019 6:00,99.2,0.963,82.1,0,0,0,3.402
10/3/2019 7:00,99.2,1.234,80.3,0,0,0,3.44
10/3/2019 8:00,99.3,1.087,78.94,0.003,0.011,0.008,2.717
10/3/2019 9:00,99.3,1.752,78.7,0.007,0.031,0.024,2.518
10/3/2019 10:00,99.3,2.503,73.17,0.013,0.06,0.047,3.347
10/3/2019 11:00,99.3,3.544,70.83,0.019,0.085,0.066,3.051
10/3/2019 12:00,99.3,3.725,70.18,0.016,0.071,0.055,4.186
10/3/2019 13:00,99.4,4.046,69.61,0.015,0.069,0.054,4.162
10/3/2019 14:00,99.4,4.346,71.63,0.013,0.057,0.044,3.162
10/3/2019 15:00,99.4,4.966,73.72,0.01,0.048,0.038,3.279
10/3/2019 16:00,99.4,4.914,74.86,0.011,0.047,0.036,2.533
10/3/2019 17:00,99.4,4.09,80.4,0.006,0.027,0.021,3.957
10/3/2019 18:00,99.4,3.402,79,0.002,0.01,0.008,4.175
10/3/2019 19:00,99.4,2.951,77.86,0,0,0,3.019
10/3/2019 20:00,99.4,2.335,85.8,0,0,0,2.583
10/3/2019 21:00,99.4,0.852,88.6,0,0,0,2.215
10/3/2019 22:00,99.3,0.402,89.2,0,0,0,2.341
10/3/2019 23:00,99.3,0.207,87.2,0,0,0,2.438
10/4/2019 0:00,99.2,0.049,88.1,0,0,0,2.88
10/4/2019 1:00,99.2,0.999,87.2,0,0,0,2.809
10/4/2019 2:00,99.1,0.319,87.8,0,0,0,3.003
10/4/2019 3:00,99,-0.668,88.7,0,0,0,2.887
10/4/2019 4:00,98.9,-0.586,90.3,0,0,0,2.819
10/4/2019 5:00,98.7,-0.598,82.7,0,0,0,2.419
10/4/2019 6:00,98.6,-0.54,87.8,0,0,0,2.335
10/4/2019 7:00,98.4,-1.565,85.6,0,0.001,0.001,2.925
10/4/2019 8:00,98.3,-0.794,77,0.006,0.018,0.012,3.8
10/4/2019 9:00,98.2,1.362,72.14,0.015,0.051,0.036,3.516
10/4/2019 10:00,98.1,1.885,68.35,0.011,0.043,0.032,1.894
10/4/2019 11:00,98,2.673,80.4,0.018,0.076,0.058,1.305
10/4/2019 12:00,97.9,5.655,56.9,0.02,0.087,0.067,2.631
10/4/2019 13:00,97.8,7.193,44.62,0.042,0.17,0.128,2.295
10/4/2019 14:00,97.7,9.56,47.44,0.065,0.253,0.188,1.854
10/4/2019 15:00,97.6,7.987,67.22,0.049,0.19,0.141,1.647
10/4/2019 16:00,97.6,7.945,44.9,0.035,0.137,0.102,2.711
10/4/2019 17:00,97.6,6.29,55.93,0.009,0.039,0.03,2.035
10/4/2019 18:00,97.6,5.62,58.95,0.002,0.008,0.006,3.501
10/4/2019 19:00,97.6,5.289,65.41,0,0,0,3.512
10/4/2019 20:00,97.7,5.137,60.24,0,0,0,3.877
10/4/2019 21:00,97.8,4.228,89.9,0,0,0,5.552
10/4/2019 22:00,97.8,2.856,96.1,0,0,0,4.167
10/4/2019 23:00,97.8,1.246,99.3,0,0,0,5.08
10/5/2019 0:00,97.9,0.363,99.3,0,0,0,5.335
10/5/2019 1:00,98,0.334,98.7,0,0,0,7.868
10/5/2019 2:00,98,0.254,97,0,0,0,7.667
10/5/2019 3:00,98.1,0.189,90.1,0,0,0,5.656
10/5/2019 4:00,98.1,-0.109,83.8,0,0,0,5.249
10/5/2019 5:00,98.1,-0.655,85.2,0,0,0,5.677
10/5/2019 6:00,98.1,-1.129,83.5,0,0,0,4.505
10/5/2019 7:00,98.2,-1.47,81.7,0,0,0,4.577
10/5/2019 8:00,98.2,-1.135,84.1,0.004,0.009,0.005,4.299
10/5/2019 9:00,98.2,-1.857,87.6,0.016,0.036,0.02,3.657
10/5/2019 10:00,98.2,-1.604,81.2,0.028,0.06,0.032,4.045
10/5/2019 11:00,98.2,-0.903,77.16,0.047,0.1,0.053,4.246
10/5/2019 12:00,98.2,-0.134,77.15,0.096,0.224,0.128,4.041
10/5/2019 13:00,98.3,0.14,77.82,0.109,0.251,0.142,3.81
10/5/2019 14:00,98.2,0.244,75.79,0.103,0.23,0.127,2.706
10/5/2019 15:00,98.2,0.296,72.68,0.088,0.192,0.104,3.06
10/5/2019 16:00,98.2,-0.558,78.69,0.062,0.14,0.078,2.225
10/5/2019 17:00,98.2,-1.866,73.63,0.031,0.069,0.038,2.407
10/5/2019 18:00,98.2,-2.368,70.67,0.007,0.014,0.007,3.687
10/5/2019 19:00,98.2,-2.794,66.83,0,0,0,3.905
10/5/2019 20:00,98.2,-3.097,69.95,0,0,0,3.9
10/5/2019 21:00,98.3,-3.807,71.82,0,0,0,3.608
10/5/2019 22:00,98.3,-2.73,69.92,0,0,0,3.717
10/5/2019 23:00,98.3,-2.803,70.96,0,0,0,3.989
10/6/2019 0:00,98.3,-2.736,80.1,0,0,0,3.693
10/6/2019 1:00,98.4,-2.804,80.2,0,0,0,3.851
10/6/2019 2:00,98.4,-1.953,83.4,0,0,0,4.058
10/6/2019 3:00,98.4,-2.708,84,0,0,0,3.729
10/6/2019 4:00,98.5,-2.747,85.6,0,0,0,3.394
10/6/2019 5:00,98.5,-1.994,87.6,0,0,0,3.867
10/6/2019 6:00,98.5,-1.255,86.8,0,0,0,3.875
10/6/2019 7:00,98.5,-1.226,83.9,0,0,0,3.925
10/6/2019 8:00,98.6,-0.997,84.9,0.003,0.007,0.004,4.727
10/6/2019 9:00,98.6,-1.599,80.7,0.014,0.03,0.016,4.079
10/6/2019 10:00,98.7,-1.433,82.1,0.045,0.103,0.058,3.933
10/6/2019 11:00,98.8,-0.537,79.51,0.068,0.155,0.087,3.383
10/6/2019 12:00,98.9,0.22,79.68,0.09,0.206,0.116,3.325
10/6/2019 13:00,99,0.586,83.2,0.103,0.236,0.133,4.112
10/6/2019 14:00,99.1,0.301,90.3,0.07,0.169,0.099,4.663
10/6/2019 15:00,99.2,-0.269,96.8,0.055,0.135,0.08,4.827
10/6/2019 16:00,99.3,-0.61,99.3,0.035,0.086,0.051,5.234
10/6/2019 17:00,99.4,-1.377,99.3,0.012,0.031,0.019,5.325
10/6/2019 18:00,99.5,-1.458,99.3,0.001,0.003,0.002,4.431
10/6/2019 19:00,99.5,-0.759,99.3,0,0,0,3.432
10/6/2019 20:00,99.7,-0.869,99.3,0,0,0,5.446
10/6/2019 21:00,99.9,-1.528,99.3,0,0,0,3.896
10/6/2019 22:00,100,-1.511,99.3,0,0,0,3.035
10/6/2019 23:00,100,-1.54,98.4,0,0,0,4.139
10/7/2019 0:00,100.1,-1.975,98.9,0,0,0,4.2
10/7/2019 1:00,100.1,-2.115,95.9,0,0,0,4.834
10/7/2019 2:00,100.2,-2.503,97,0,0,0,5.075
10/7/2019 3:00,100.2,-1.912,95.1,0,0,0,6.655
10/7/2019 4:00,100.2,-1.661,96.9,0,0,0,7.226
10/7/2019 5:00,100.2,-1.568,94.6,0,0,0,7.803
10/7/2019 6:00,100.3,-1.686,96.8,0,0,0,7.695
10/7/2019 7:00,100.3,-1.536,94.8,0,0,0,7.883
10/7/2019 8:00,100.3,-1.592,95,0.004,0.005,0.001,8.39
10/7/2019 9:00,100.4,-1.719,95.9,0.016,0.022,0.006,8.15
10/7/2019 10:00,100.5,-1.81,94.4,0.037,0.049,0.012,8.18
10/7/2019 11:00,100.5,-1.554,93.6,0.083,0.111,0.028,7.358
10/7/2019 12:00,100.5,-1.344,91.8,0.101,0.135,0.034,7.881
10/7/2019 13:00,100.5,-1.215,86.5,0.136,0.192,0.056,7.141
10/7/2019 14:00,100.5,-1.2,87.6,0.142,0.205,0.063,6.258
10/7/2019 15:00,100.5,-1.412,84.8,0.1,0.144,0.044,6.524
10/7/2019 16:00,100.5,-1.42,86.6,0.051,0.068,0.017,6.646
10/7/2019 17:00,100.5,-1.928,88.3,0.024,0.033,0.009,6.818
10/7/2019 18:00,100.4,-3.283,85.5,0.005,0.007,0.002,5.378
10/7/2019 19:00,100.3,-5.068,83.5,0,0,0,4.379
10/7/2019 20:00,100.3,-5.564,84.4,0,0,0,4.283
10/7/2019 21:00,100.2,-6.402,85.2,0,0,0,3.617
10/7/2019 22:00,100.1,-7.893,80.9,0,0,0,3.025
10/7/2019 23:00,100.1,-7.628,81.7,0,0,0,2.672
10/8/2019 0:00,100,-7.53,78.74,0,0,0,2.811
10/8/2019 1:00,99.9,-6.534,69.4,0,0,0,2.839
10/8/2019 2:00,99.8,-6.734,66.58,0,0,0,2.916
10/8/2019 3:00,99.8,-6.447,71.46,0,0,0,3.157
10/8/2019 4:00,99.6,-5.772,70.32,0,0,0,5.325
10/8/2019 5:00,99.6,-6.282,68.46,0,0,0,5.214
10/8/2019 6:00,99.5,-4.598,64.15,0,0,0,5.371
10/8/2019 7:00,99.4,-3.96,61.16,0,0,0,5.506
10/8/2019 8:00,99.3,-4.029,64.14,0.006,0.007,0.001,4.356
10/8/2019 9:00,99.3,-2.702,62.92,0.028,0.038,0.01,5.733
10/8/2019 10:00,99.3,-1.512,64.9,0.046,0.065,0.019,5.231
10/8/2019 11:00,99.3,-1.117,74.08,0.091,0.13,0.039,4.001
10/8/2019 12:00,99.3,0.526,63.01,0.112,0.158,0.046,3.417
10/8/2019 13:00,99.2,0.629,66.66,0.124,0.186,0.062,5.46
10/8/2019 14:00,99.2,1.178,72.33,0.072,0.105,0.033,4.931
10/8/2019 15:00,99.2,1.383,73.44,0.056,0.082,0.026,4.71
10/8/2019 16:00,99.2,1.35,80.6,0.025,0.036,0.011,3.919
10/8/2019 17:00,99.2,1.845,75.61,0.022,0.033,0.011,3.592
10/8/2019 18:00,99.1,1.482,86.3,0.005,0.007,0.002,5.582
10/8/2019 19:00,99.1,1.785,84,0,0,0,4.959
10/8/2019 20:00,99.1,1.772,86.1,0,0,0,5.335
10/8/2019 21:00,99.2,1.902,83.6,0,0,0,4.249
10/8/2019 22:00,99.2,1.792,85.7,0,0,0,3.532
10/8/2019 23:00,99.2,2.114,81,0,0,0,4.057
10/9/2019 0:00,99.2,2.324,80,0,0,0,4.432
10/9/2019 1:00,99.2,2.222,81.2,0,0,0,5.741
10/9/2019 2:00,99.2,1.761,86.2,0,0,0,5.148
10/9/2019 3:00,99.2,1.574,84.4,0,0,0,4.631
10/9/2019 4:00,99.2,1.573,82.1,0,0,0,4.978
10/9/2019 5:00,99.2,1.086,81.1,0,0,0,4.115
10/9/2019 6:00,99.2,1.416,86,0,0,0,4.182
10/9/2019 7:00,99.2,1.419,81,0,0,0,2.938
10/9/2019 8:00,99.3,1.406,79.61,0.002,0.003,0.001,3.407
10/9/2019 9:00,99.3,1.665,75.92,0.015,0.028,0.013,3.882
10/9/2019 10:00,99.3,1.508,77.94,0.027,0.053,0.026,3.1
10/9/2019 11:00,99.3,2.282,73.4,0.053,0.105,0.052,3.197
10/9/2019 12:00,99.3,2.738,70.65,0.065,0.135,0.07,2.461
10/9/2019 13:00,99.3,3.715,68.38,0.094,0.217,0.123,2.426
10/9/2019 14:00,99.3,3.156,68.42,0.048,0.12,0.072,2.063
10/9/2019 15:00,99.3,2.932,73.96,0.034,0.088,0.054,2.067
10/9/2019 16:00,99.3,2.447,78.16,0.031,0.08,0.049,1.972
10/9/2019 17:00,99.3,1.764,77.09,0.01,0.026,0.016,2.092
10/9/2019 18:00,99.3,1.441,79.8,0.002,0.005,0.003,2.054
10/9/2019 19:00,99.3,1.401,74.37,0,0,0,2.064
10/9/2019 20:00,99.3,1.434,82.4,0,0,0,2.47
10/9/2019 21:00,99.3,1.065,76.16,0,0,0,2.299
10/9/2019 22:00,99.4,1.683,87.4,0,0,0,3.667
10/9/2019 23:00,99.4,1.358,85.7,0,0,0,3.506
10/10/2019 0:00,99.4,1.393,85.5,0,0,0,3.693
10/10/2019 1:00,99.4,1.176,85.9,0,0,0,3.639
10/10/2019 2:00,99.5,0.825,95.9,0,0,0,4.027
10/10/2019 3:00,99.5,0.605,98,0,0,0,3.687
10/10/2019 4:00,99.5,0.609,99.1,0,0,0,3.636
10/10/2019 5:00,99.5,0.543,98.6,0,0,0,3.942
10/10/2019 6:00,99.5,0.4,98.7,0,0,0,4.709
10/10/2019 7:00,99.5,0.36,98.8,0,0,0,5.018
10/10/2019 8:00,99.6,0.15,99.3,0.001,0.003,0.002,5.215
10/10/2019 9:00,99.6,0.011,99.3,0.006,0.011,0.005,4.696
10/10/2019 10:00,99.6,-0.129,99.4,0.018,0.033,0.015,2.446
10/10/2019 11:00,99.7,-0.093,99.3,0.042,0.078,0.036,2.595
10/10/2019 12:00,99.7,0.085,98.8,0.045,0.094,0.049,3.024
10/10/2019 13:00,99.8,0.212,96.6,0.039,0.086,0.047,2.941
10/10/2019 14:00,99.8,0.102,95.9,0.037,0.083,0.046,3.197
10/10/2019 15:00,99.8,0.024,96.1,0.028,0.065,0.037,2.504
