,t_s,H_m,Qw_m3s,Ai_m2,todoy,iceon,tau,starth,gravelz,Hdl,His,Ta,Uw,rh,P,Ta_C,Hstar,Astar,Qstar,Tw_C,thawingdegreedays
1679,18133200,0.3530625085404194,79.22034663883645,14.915458168367785,151,274,14,0.5,0.5,334.249175,46.0,17.45,0.0,0.8420000000000001,100000.0,17.45,3013187.0925222733,1215007.7563992047,9423176.089943878,21.649168737567653,1140.7825102470301
1680,18144000,0.35284565620670905,79.2310087802412,14.782877194839422,151,274,14,0.5,0.5,334.5899,4.0,14.07,0.0,0.81,99900.0,14.07,3013187.0925222733,1215007.7563992047,9423176.089943878,21.004485115146743,1140.7825102470301
1681,18154800,0.35263073003966455,79.24157614768248,14.651474711059299,151,274,14,0.5,0.5,334.930625,9.0,12.69,0.0,0.953,99900.0,12.69,3013187.0925222733,1215007.7563992047,9423176.089943878,20.15137620074316,1140.7825102470301
1682,18165600,0.35379234001382287,79.81016260882652,14.52124024163227,151,274,14,0.5,0.5,335.27135,123.0,15.07,0.0,0.85,99800.0,15.07,3013187.0925222733,1215007.7563992047,9423176.089943878,19.39173347600435,1140.7825102470301
1683,18176400,0.35220658797153465,79.26242992290511,14.392163404277182,151,274,14,0.5,0.5,335.612075,372.0,20.6,0.0,0.7066,99900.0,20.6,3013187.0925222733,1215007.7563992047,9423176.089943878,19.096788634091514,1140.7825102470301
1684,18187200,0.3443653322849015,76.20229581735677,14.264233908999255,151,274,14,0.5,0.5,335.9528,464.0,24.95,0.0,0.5611,99900.0,24.95,3013187.0925222733,1215007.7563992047,9423176.089943878,19.737330816149807,1140.7825102470301
1685,18198000,0.34135147754322304,75.09543672991414,14.137441557269684,151,274,14,0.5,0.5,334.016,513.0,27.52,0.0,0.4509,99900.0,27.52,3013187.0925222733,1215007.7563992047,9423176.089943878,20.686933639224318,1140.7825102470301
1686,18208800,0.3397358297810174,74.54660739486485,14.011776241212656,151,274,14,0.5,0.5,332.0792,301.0,24.77,0.0,0.5911,99900.0,24.77,3013187.0925222733,1215007.7563992047,9423176.089943878,21.708578256983134,1140.7825102470301
1687,18219600,0.33953120885477744,74.55602399120927,13.887227942799585,151,274,14,0.5,0.5,330.1424,42.0,21.37,0.0,0.7229000000000001,100000.0,21.37,3013187.0925222733,1215007.7563992047,9423176.089943878,21.981217111304293,1140.7825102470301
1688,18230400,0.3393284055827692,74.56535688502868,13.763786733050402,151,274,14,0.5,0.5,328.2056,6.0,18.76,0.0,0.878,100000.0,18.76,3013187.0925222733,1215007.7563992047,9423176.089943878,21.36790503647625,1140.7825102470301
1689,18241200,0.33629543270196016,73.45738424625307,13.641442771242069,151,274,14,0.5,0.5,326.2688,6.0,15.77,0.0,0.946,100100.0,15.77,3013187.0925222733,1215007.7563992047,9423176.089943878,20.664561132201307,1140.7825102470301
1690,18252000,0.33181521476556874,71.79037473924757,13.52018630412405,151,274,14,0.5,0.5,324.332,123.0,14.8,0.0,0.95,100200.0,14.8,3013187.0925222733,1215007.7563992047,9423176.089943878,19.921660429710208,1140.7825102470301
1691,18262800,0.328740942493765,70.68162461386287,13.400007665140828,151,274,14,0.5,0.5,322.3952,182.0,16.81,0.0,0.853,100300.0,16.81,3013187.0925222733,1215007.7563992047,9423176.089943878,19.557935684676934,1140.7825102470301
1692,18273600,0.3270994508540414,70.13134239833633,13.280897273661228,151,274,14,0.5,0.5,320.4584,107.0,17.11,0.0,0.8009999999999999,100500.0,17.11,3013187.0925222733,1215007.7563992047,9423176.089943878,19.4331666430476,1140.7825102470301
1693,18284400,0.326904675783715,70.13973295236923,13.162845634214671,151,274,14,0.5,0.5,320.8387375,190.0,16.37,0.0,0.812,100500.0,16.37,3013187.0925222733,1215007.7563992047,9423176.089943878,19.063918941777263,1140.7825102470301
1694,18295200,0.32959763206078585,71.26594611820391,13.045843335734242,151,274,14,0.5,0.5,321.219075,105.0,16.61,0.0,0.825,100600.0,16.61,3013187.0925222733,1215007.7563992047,9423176.089943878,18.96188123409269,1140.7825102470301
1695,18306000,0.33084281311651564,71.83333378894922,12.929881050806362,151,274,14,0.5,0.5,321.59941249999997,10.0,14.81,0.0,0.9259999999999999,100600.0,14.81,3013187.0925222733,1215007.7563992047,9423176.089943878,18.62126332964013,1140.7825102470301
1696,18316800,0.33065348495916075,71.84169784919632,12.814949534927262,151,274,14,0.5,0.5,321.97974999999997,1.0,13.64,0.0,0.9420000000000001,100600.0,13.64,3013187.0925222733,1215007.7563992047,9423176.089943878,17.99069187322348,1140.7825102470301
1697,18327600,0.33046583872173124,71.84998756273295,12.70103962576598,151,274,14,0.5,0.5,322.3600875,2.0,13.27,0.0,0.917,100600.0,13.27,3013187.0925222733,1215007.7563992047,9423176.089943878,17.347373758544823,1140.7825102470301
1698,18338400,0.32740213376498467,70.7397879703301,12.588142242433998,151,274,14,0.5,0.5,322.740425,29.0,12.61,0.0,0.9840000000000001,100600.0,12.61,3013187.0925222733,1215007.7563992047,9423176.089943878,16.737328316411773,1140.7825102470301
1699,18349200,0.3243214307973714,69.62926186855324,12.476248384761236,151,274,14,0.5,0.5,323.1207625,225.0,13.18,0.0,0.9079999999999999,100500.0,13.18,3013187.0925222733,1215007.7563992047,9423176.089943878,16.260141512604164,1140.7825102470301
1700,18360000,0.3212233046761539,68.51841328625241,12.365349132578594,151,274,14,0.5,0.5,323.5011,216.0,14.43,0.0,0.885,100400.0,14.43,3013187.0925222733,1215007.7563992047,9423176.089943878,16.422734723685736,1140.7825102470301
1701,18370800,0.3195769011136484,67.96664244053045,12.255435645006877,151,274,14,0.5,0.5,324.965275,243.0,13.27,0.0,0.93,100400.0,13.27,3013187.0925222733,1215007.7563992047,9423176.089943878,16.5830193463162,1140.7825102470301
1702,18381600,0.32232170309707664,69.09305421101796,12.146499159751928,151,274,14,0.5,0.5,326.42945,247.0,13.09,0.0,0.8590000000000001,100300.0,13.09,3013187.0925222733,1215007.7563992047,9423176.089943878,16.79753192314594,1140.7825102470301
1703,18392400,0.3250496010608659,70.21964393705602,12.038530992406146,151,274,14,0.5,0.5,327.893625,42.0,11.34,0.0,0.9590000000000001,100200.0,11.34,3013187.0925222733,1215007.7563992047,9423176.089943878,16.984031883608548,1140.7825102470301
1704,18403200,0.3277609921001821,71.34640894978874,11.931522535756143,151,274,14,0.5,0.5,329.3578,1.0,9.6,0.0,0.9840000000000001,100200.0,9.6,3013187.0925222733,1215007.7563992047,9423176.089943878,16.50245123081272,1140.7825102470301
1705,18414000,0.3275861820656431,71.35406712936357,11.825465259096617,151,274,14,0.5,0.5,330.821975,0.0,10.23,0.0,0.99,100200.0,10.23,3013187.0925222733,1215007.7563992047,9423176.089943878,15.887892784163299,1140.7825102470301
1706,18424800,0.32885028824849205,71.92135650912584,11.720350707550232,151,274,14,0.5,0.5,332.28615,26.0,12.07,0.0,0.99,100200.0,12.07,3013187.0925222733,1215007.7563992047,9423176.089943878,15.346858352555442,1140.7825102470301
1707,18435600,0.3272412072737044,71.3691798768246,11.616170501393613,151,274,14,0.5,0.5,333.750325,58.0,13.39,0.0,0.9490000000000001,100300.0,13.39,3013187.0925222733,1215007.7563992047,9423176.089943878,14.997774173585226,1140.7825102470301
1708,18446400,0.3256289537749824,70.81681889930566,11.512916335389354,151,274,14,0.5,0.5,335.2145,265.0,16.22,0.0,0.857,100300.0,16.22,3013187.0925222733,1215007.7563992047,9423176.089943878,14.814386566267963,1140.7825102470301
1709,18457200,0.3297731336406871,72.50377456317754,11.410579978123868,151,274,14,0.5,0.5,334.51284999999996,157.0,16.43,0.0,0.8420000000000001,100300.0,16.43,3013187.0925222733,1215007.7563992047,9423176.089943878,15.361872662139666,1140.7825102470301
1710,18468000,0.3423120046088938,77.55060260081021,11.30915327135121,151,274,14,0.5,0.5,333.8112,274.0,19.59,0.0,0.6344,100300.0,19.59,3013187.0925222733,1215007.7563992047,9423176.089943878,15.53183087012368,1140.7825102470301
1711,18478800,0.3718893056665563,89.87824731490264,11.208628129342685,151,274,14,0.5,0.5,333.10955,49.0,17.15,0.0,0.6365999999999999,100300.0,17.15,3013187.0925222733,1215007.7563992047,9423176.089943878,16.062503770518557,1140.7825102470301
1712,18489600,0.3763051269054478,91.84746280262604,11.108996538242305,151,274,14,0.5,0.5,332.4079,1.0,13.76,0.0,0.847,100300.0,13.76,3013187.0925222733,1215007.7563992047,9423176.089943878,15.770858958692557,1140.7825102470301
1713,18500400,0.3669500840544421,87.93592425751349,11.01025055542785,151,274,14,0.5,0.5,331.70624999999995,2.0,14.09,0.0,0.835,100300.0,14.09,3013187.0925222733,1215007.7563992047,9423176.089943878,15.322061502983138,1140.7825102470301
1714,18511200,0.36280005342536575,86.26415563844233,10.912382308877723,151,274,14,0.5,0.5,331.0046,52.0,14.48,0.0,0.8270000000000001,100300.0,14.48,3013187.0925222733,1215007.7563992047,9423176.089943878,14.913060540791191,1140.7825102470301
1715,18522000,0.36063499043505837,85.43229774967708,10.815383996543412,151,274,14,0.5,0.5,330.30295,224.0,16.1,0.0,1.0,100200.0,16.1,3013187.0925222733,1215007.7563992047,9423176.089943878,14.696040342006688,1140.7825102470301
1716,18532800,0.3684619493525162,88.80219808159737,10.719247885727466,151,274,14,0.5,0.5,329.6013,198.0,15.28,0.0,1.068,100300.0,15.28,3013187.0925222733,1215007.7563992047,9423176.089943878,15.156693323975631,1140.7825102470301
1717,18543600,0.37552031726437074,91.89251205018122,10.62396631246708,151,274,14,0.5,0.5,329.9303875,506.0,16.43,0.0,1.0,100200.0,16.43,3013187.0925222733,1215007.7563992047,9423176.089943878,15.493657437043781,1140.7825102470301
1718,18554400,0.37861426793162584,93.30221726182413,10.529531680923093,151,274,14,0.5,0.5,330.25947499999995,192.0,14.33,0.0,1.115,100200.0,14.33,3013187.0925222733,1215007.7563992047,9423176.089943878,16.781532851372752,1140.7825102470301
1719,18565200,0.3797563144786368,93.87146951600434,10.435936462774505,151,274,14,0.5,0.5,330.58856249999997,122.0,13.44,0.0,1.138,100200.0,13.44,3013187.0925222733,1215007.7563992047,9423176.089943878,16.959953508210173,1140.7825102470301
1720,18576000,0.37960646913466795,93.88026917277448,10.34317319661825,151,274,14,0.5,0.5,330.91765,3.0,8.79,0.0,1.165,100300.0,8.79,3013187.0925222733,1215007.7563992047,9423176.089943878,16.881359654675286,1140.7825102470301
1721,18586800,0.378164501746634,93.32845932366145,10.25123448737441,151,274,14,0.5,0.5,331.2467375,3.0,7.695,0.0,1.0,100300.0,7.695,3013187.0925222733,1215007.7563992047,9423176.089943878,16.27453704140981,1140.7825102470301
1722,18597600,0.37672059951763287,92.77646874024457,10.160113005696697,151,274,14,0.5,0.5,331.575825,44.0,7.915,0.0,0.987,100400.0,7.915,3013187.0925222733,1215007.7563992047,9423176.089943878,15.637155155545251,1140.7825102470301
1723,18608400,0.36872748407307104,89.42112929055642,10.069801487388114,151,274,14,0.5,0.5,331.90491249999997,226.0,10.2,0.0,0.845,100500.0,10.2,3013187.0925222733,1215007.7563992047,9423176.089943878,15.180027301826708,1140.7825102470301
1724,18619200,0.3652777691490419,88.02750285388214,9.980292732821887,151,274,14,0.5,0.5,332.234,298.0,11.82,0.0,0.7533,100500.0,11.82,3013187.0925222733,1215007.7563992047,9423176.089943878,15.354279824054899,1140.7825102470301
1725,18630000,0.36247475371418447,86.91392082646433,9.891579606367488,151,274,14,0.5,0.5,330.9704375,432.0,12.52,0.0,0.917,100500.0,12.52,3013187.0925222733,1215007.7563992047,9423176.089943878,15.761363909208688,1140.7825102470301
1726,18640800,0.35898857677034063,85.51967712094505,9.803655035821828,151,274,14,0.5,0.5,329.70687499999997,172.0,9.75,0.0,0.8759999999999999,100500.0,9.75,3013187.0925222733,1215007.7563992047,9423176.089943878,16.624456320032547,1140.7825102470301
1727,18651600,0.3575032532088724,84.96636922844033,9.7165120118454,151,274,14,0.5,0.5,328.4433125,27.0,6.821,0.0,0.9790000000000001,100500.0,6.821,3013187.0925222733,1215007.7563992047,9423176.089943878,16.506502384853484,1140.7825102470301
1728,18662400,0.353310443979463,83.29113054141897,9.630143587403525,151,274,14,0.5,0.5,327.17975,2.0,6.431,0.0,0.988,100500.0,6.431,3013187.0925222733,1215007.7563992047,9423176.089943878,15.879692197600008,1140.7825102470301
1729,18673200,0.3484014392838933,81.335069355017,9.544542877212562,151,274,14,0.5,0.5,325.9161875,2.0,6.215,0.0,0.975,100400.0,6.215,3013187.0925222733,1215007.7563992047,9423176.089943878,15.206907536319196,1140.7825102470301
1730,18684000,0.3406735406788946,78.25664872006081,9.459703057190962,151,274,14,0.5,0.5,324.652625,55.0,5.965,0.0,0.982,100400.0,5.965,3013187.0925222733,1215007.7563992047,9423176.089943878,14.568634373302,1140.7825102470301
1731,18694800,0.33634552724362743,76.58021028178104,9.375617363915282,151,274,14,0.5,0.5,323.38906249999997,208.0,7.742,0.0,0.972,100400.0,7.742,3013187.0925222733,1215007.7563992047,9423176.089943878,14.129319894796378,1140.7825102470301
1732,18705600,0.3319813092644144,74.90342960881298,9.292279094080998,151,274,14,0.5,0.5,322.1255,500.0,12.42,0.0,1.2570000000000001,100300.0,12.42,3013187.0925222733,1215007.7563992047,9423176.089943878,14.240113650458303,1140.7825102470301
1733,18716400,0.3275797062639008,73.22631100181547,9.209681603968141,151,274,14,0.5,0.5,320.2682375,532.0,14.83,0.0,0.7472,100300.0,14.83,3013187.0925222733,1215007.7563992047,9423176.089943878,15.492717889022096,1140.7825102470301
1734,18727200,0.323139472808061,71.54885871203201,9.127818308911614,151,274,14,0.5,0.5,318.410975,330.0,17.62,0.0,1.962,100200.0,17.62,3013187.0925222733,1215007.7563992047,9423176.089943878,16.646286056427527,1140.7825102470301
1735,18738000,0.32156150421706464,70.9935038806541,9.0466826827763,151,274,14,0.5,0.5,316.5537125,98.0,14.08,0.0,0.8740000000000001,100100.0,14.08,3013187.0925222733,1215007.7563992047,9423176.089943878,17.74847103620789,1140.7825102470301
1736,18748800,0.318526520396967,69.87674687844708,8.966268257436798,151,274,14,0.5,0.5,314.69645,2.0,8.21,0.0,0.985,100100.0,8.21,3013187.0925222733,1215007.7563992047,9423176.089943878,17.388396775428202,1140.7825102470301
1737,18759600,0.31400597117032614,68.19845397220324,8.886568622261763,151,274,14,0.5,0.5,312.8391875,3.0,12.25,0.0,0.789,100000.0,12.25,3013187.0925222733,1215007.7563992047,9423176.089943878,16.589490758031005,1140.7825102470301
1738,18770400,0.31092511515766846,67.08119158459589,8.807577423602861,151,274,14,0.5,0.5,310.981925,45.0,13.49,0.0,0.6626000000000001,99900.0,13.49,3013187.0925222733,1215007.7563992047,9423176.089943878,15.914468641052366,1140.7825102470301
1739,18781200,0.3063326517299927,65.4023103093391,8.729288364288259,151,274,14,0.5,0.5,309.1246625,357.0,22.58,0.0,0.9990000000000001,99900.0,22.58,3013187.0925222733,1215007.7563992047,9423176.089943878,15.404900561410264,1140.7825102470301
1740,18792000,0.3024495325162177,64.00383685706512,8.651695203120633,151,274,14,0.5,0.5,307.2674,522.0,25.64,0.0,1.3719999999999999,99800.0,25.64,3013187.0925222733,1215007.7563992047,9423176.089943878,16.41916448430326,1140.7825102470301
1741,18802800,0.2992943610086845,62.88584049178899,8.574791754379582,151,274,14,0.5,0.5,308.132875,402.0,26.09,0.0,0.3956,99800.0,26.09,3013187.0925222733,1215007.7563992047,9423176.089943878,18.317877549374728,1140.7825102470301
1742,18813600,0.2976457442634841,62.3291512131286,8.498571887328515,151,274,14,0.5,0.5,308.99835,329.0,26.48,0.0,0.9670000000000001,99700.0,26.48,3013187.0925222733,1215007.7563992047,9423176.089943878,18.964132852746967,1140.7825102470301
1743,18824400,0.29599261966406104,61.77233339561578,8.42302952572595,151,274,14,0.5,0.5,309.863825,87.0,21.86,0.0,1.557,99700.0,21.86,3013187.0925222733,1215007.7563992047,9423176.089943878,19.811637615516556,1140.7825102470301
1744,18835200,0.29510216224096053,61.49619309678482,8.348158647341052,151,274,14,0.5,0.5,310.72929999999997,2.0,19.29,0.0,1.449,99700.0,19.29,3013187.0925222733,1215007.7563992047,9423176.089943878,19.952807693126843,1140.7825102470301
1745,18846000,0.2934426454876333,60.93914376580721,8.273953283473586,151,274,14,0.5,0.5,311.59477499999997,3.0,19.28,0.0,1.652,99700.0,19.28,3013187.0925222733,1215007.7563992047,9423176.089943878,19.591446569708086,1140.7825102470301
1746,18856800,0.2902309410639944,59.82027748086823,8.200407518478071,151,274,14,0.5,0.5,312.46025,118.0,18.48,0.0,1.588,99700.0,18.48,3013187.0925222733,1215007.7563992047,9423176.089943878,19.37357768229026,1140.7825102470301
1747,18867600,0.28777713375855396,58.98207291353911,8.127515489292211,151,274,14,0.5,0.5,313.325725,360.0,23.39,0.0,1.4869999999999999,99800.0,23.39,3013187.0925222733,1215007.7563992047,9423176.089943878,19.44969057834361,1140.7825102470301
1748,18878400,0.28452591027769375,57.862819052055585,8.05527138496946,151,274,14,0.5,0.5,314.1912,508.0,27.36,0.0,1.1740000000000002,99700.0,27.36,3013187.0925222733,1215007.7563992047,9423176.089943878,20.55251614411899,1140.7825102470301
1749,18889200,0.28204219941728215,57.02427254719965,7.983669446215782,151,274,14,0.5,0.5,314.38397499999996,456.0,25.66,0.0,1.031,99600.0,25.66,3013187.0925222733,1215007.7563992047,9423176.089943878,22.081704424295378,1140.7825102470301
1750,18900000,0.28192352589987457,57.02835187011159,7.912703964930552,151,274,14,0.5,0.5,314.57675,249.0,23.41,0.0,0.912,99500.0,23.41,3013187.0925222733,1215007.7563992047,9423176.089943878,23.09011364722285,1140.7825102470301
1751,18910800,0.2802219519675215,56.47049941603776,7.84236928375146,151,274,14,0.5,0.5,314.769525,48.0,18.5,0.0,1.058,99400.0,18.5,3013187.0925222733,1215007.7563992047,9423176.089943878,23.156812217250454,1140.7825102470301
1752,18921600,0.2801053113988961,56.474467061387536,7.772659795603537,151,274,14,0.5,0.5,314.9623,0.0,17.13,0.0,1.0959999999999999,99400.0,17.13,3013187.0925222733,1215007.7563992047,9423176.089943878,22.440394495476703,1140.7825102470301
1753,18932400,0.27839930189154166,55.91642531524063,7.703569943252139,151,274,14,0.5,0.5,315.155075,1.0,15.52,0.0,1.367,99400.0,15.52,3013187.0925222733,1215007.7563992047,9423176.089943878,21.59538591429998,1140.7825102470301
1754,18943200,0.27668778111300524,55.35827105419269,7.635094218859962,151,274,14,0.5,0.5,315.34785,77.0,15.07,0.0,1.0,99400.0,15.07,3013187.0925222733,1215007.7563992047,9423176.089943878,20.86998619969218,1140.7825102470301
1755,18954000,0.27255309700089286,53.95692861349549,7.5672271635479085,151,274,14,0.5,0.5,315.54062500000003,354.0,21.67,0.0,1.217,99400.0,21.67,3013187.0925222733,1215007.7563992047,9423176.089943878,20.27341912705282,1140.7825102470301
1756,18964800,0.27163101856918614,53.67954091802949,7.499963366959934,151,274,14,0.5,0.5,315.7334,496.0,23.82,0.0,1.413,99400.0,23.82,3013187.0925222733,1215007.7563992047,9423176.089943878,21.015837729418095,1140.7825102470301
1757,18975600,0.2682649807332382,52.55889217697206,7.4332974668317435,151,274,14,0.5,0.5,316.8315625,372.0,24.09,0.0,1.671,99400.0,24.09,3013187.0925222733,1215007.7563992047,9423176.089943878,22.40480683725741,1140.7825102470301
1758,18986400,0.26815397237167315,52.5623909246147,7.367224148563284,151,274,14,0.5,0.5,317.929725,216.0,19.66,0.0,1.7530000000000001,99300.0,19.66,3013187.0925222733,1215007.7563992047,9423176.089943878,23.495443166768446,1140.7825102470301
1759,18997200,0.26722600737493485,52.284757724502775,7.301738144795083,151,274,14,0.5,0.5,319.0278875,40.0,15.98,0.0,1.744,99300.0,15.98,3013187.0925222733,1215007.7563992047,9423176.089943878,23.716023371699247,1140.7825102470301
1760,19008000,0.26793490628661076,52.56929539702049,7.236834234988326,151,274,14,0.5,0.5,320.12605,1.0,9.7,0.0,1.8159999999999998,99200.0,9.7,3013187.0925222733,1215007.7563992047,9423176.089943878,23.128374530787816,1140.7825102470301
1761,19018800,0.2670088241239476,52.291564230110254,7.172507245008699,151,274,14,0.5,0.5,321.2242125,1.0,9.14,0.0,1.821,99200.0,9.14,3013187.0925222733,1215007.7563992047,9423176.089943878,22.16358614717438,1140.7825102470301
1762,19029600,0.2669016778423971,52.294922174034006,7.108752046713872,151,274,14,0.5,0.5,322.322375,18.0,9.95,0.0,1.899,99100.0,9.95,3013187.0925222733,1215007.7563992047,9423176.089943878,21.265324541779183,1140.7825102470301
1763,19040400,0.2635054585188558,51.173556715576254,7.045563557544699,151,274,14,0.5,0.5,323.4205375,20.0,10.48,0.0,1.882,99100.0,10.48,3013187.0925222733,1215007.7563992047,9423176.089943878,20.565242458589548,1140.7825102470301
1764,19051200,0.2609134535330572,50.33321092520762,6.982936740120059,151,274,14,0.5,0.5,324.5187,192.0,11.85,0.0,1.899,99100.0,11.85,3013187.0925222733,1215007.7563992047,9423176.089943878,19.958566784213765,1140.7825102470301
1765,19062000,0.25914183744364333,49.7739396864113,6.920866601835236,151,274,14,0.5,0.5,323.4975625,155.0,12.36,0.0,1.858,99000.0,12.36,3013187.0925222733,1215007.7563992047,9423176.089943878,20.01925591413823,1140.7825102470301
1766,19072800,0.25820177486384943,49.49579692051744,6.8593481944639345,151,274,14,0.5,0.5,322.476425,77.0,11.77,0.0,1.6369999999999998,99100.0,11.77,3013187.0925222733,1215007.7563992047,9423176.089943878,19.969362128253497,1140.7825102470301
1767,19083600,0.2622624097337965,50.9050525213392,6.798376613763799,151,274,14,0.5,0.5,321.4552875,18.0,11.36,0.0,1.176,99100.0,11.36,3013187.0925222733,1215007.7563992047,9423176.089943878,19.572556691148026,1140.7825102470301
1768,19094400,0.26872793535199574,53.15823371703496,6.737946999085467,151,274,14,0.5,0.5,320.43415000000005,0.0,10.82,0.0,0.992,99100.0,10.82,3013187.0925222733,1215007.7563992047,9423176.089943878,18.854232104657566,1140.7825102470301
1769,19105200,0.2750845415551662,55.41165873651765,6.678054532985043,151,274,14,0.5,0.5,319.41301250000004,0.0,10.49,0.0,0.993,99200.0,10.49,3013187.0925222733,1215007.7563992047,9423176.089943878,18.056478917810704,1140.7825102470301
1770,19116000,0.2781744069154344,56.54014714877975,6.618694440840075,151,274,14,0.5,0.5,318.391875,7.0,10.66,0.0,0.993,99200.0,10.66,3013187.0925222733,1215007.7563992047,9423176.089943878,17.306303132017263,1140.7825102470301
1771,19126800,0.27966114471609255,57.106117555099786,6.559861990468932,151,274,14,0.5,0.5,317.3707375,10.0,10.95,0.0,0.993,99200.0,10.95,3013187.0925222733,1215007.7563992047,9423176.089943878,16.637115506279276,1140.7825102470301
1772,19137600,0.2834996343951138,58.516106548283375,6.501552491753531,151,274,14,0.5,0.5,316.3496,10.0,11.77,0.0,0.993,99200.0,11.77,3013187.0925222733,1215007.7563992047,9423176.089943878,16.033355918994214,1140.7825102470301
1773,19148400,0.28183325885140736,57.9568227943744,6.443761296265451,151,274,14,0.5,0.5,317.385375,10.0,11.47,0.0,0.993,99200.0,11.47,3013187.0925222733,1215007.7563992047,9423176.089943878,15.49847857603337,1140.7825102470301
1774,19159200,0.28487136305020067,59.0856040224562,6.386483796895357,151,274,14,0.5,0.5,318.42115,53.0,10.21,0.0,0.993,99200.0,10.21,3013187.0925222733,1215007.7563992047,9423176.089943878,14.998464492853909,1140.7825102470301
1775,19170000,0.28321266755123975,58.5262275867076,6.329715427485747,151,274,14,0.5,0.5,319.456925,17.0,9.36,0.0,0.993,99200.0,9.36,3013187.0925222733,1215007.7563992047,9423176.089943878,14.631187039216707,1140.7825102470301
1776,19180800,0.28701757917008575,59.936501600008626,6.273451662466895,151,274,14,0.5,0.5,320.4927,0.0,9.01,0.0,0.993,99300.0,9.01,3013187.0925222733,1215007.7563992047,9423176.089943878,14.156574396350813,1140.7825102470301
1777,19191600,0.2915553878878952,61.62831187863749,6.2176880164961,151,274,14,0.5,0.5,321.528475,0.0,8.93,0.0,0.993,99400.0,8.93,3013187.0925222733,1215007.7563992047,9423176.089943878,13.657583557695993,1140.7825102470301
1778,19202400,0.29831575014927664,64.16455046337218,6.162420044100124,151,274,14,0.5,0.5,322.56425,10.0,8.69,0.0,0.993,99500.0,8.69,3013187.0925222733,1215007.7563992047,9423176.089943878,13.19697325544804,1140.7825102470301
1779,19213200,0.30198500744430185,65.57528186940964,6.10764333932077,151,274,14,0.5,0.5,323.600025,42.0,8.05,0.0,0.993,99500.0,8.05,3013187.0925222733,1215007.7563992047,9423176.089943878,12.7975572225449,1140.7825102470301
1780,19224000,0.30636504514106966,67.26758992270426,6.05335353536366,151,274,14,0.5,0.5,324.6358,17.0,8.27,0.0,0.993,99600.0,8.27,3013187.0925222733,1215007.7563992047,9423176.089943878,12.510556495616179,1140.7825102470301
1781,19234800,0.3092311871528997,68.39710979951651,5.999546304250104,151,274,14,0.5,0.5,323.31313750000004,11.0,8.56,0.0,0.993,99600.0,8.56,3013187.0925222733,1215007.7563992047,9423176.089943878,12.178037170322265,1140.7825102470301
1782,19245600,0.3135397457773163,70.08968749349121,5.946217356472094,151,274,14,0.5,0.5,321.990475,61.0,7.403,0.0,0.993,99700.0,7.403,3013187.0925222733,1215007.7563992047,9423176.089943878,11.852047730677981,1140.7825102470301
1783,19256400,0.31345246459770687,70.09341423805687,5.893362440650318,151,274,14,0.5,0.5,320.6678125,12.0,7.248,0.0,0.993,99800.0,7.248,3013187.0925222733,1215007.7563992047,9423176.089943878,11.660591640274518,1140.7825102470301
1784,19267200,0.31190503553290605,69.53407887745841,5.840977343195246,151,274,14,0.5,0.5,319.34515,0.0,6.065,0.0,0.993,99900.0,6.065,3013187.0925222733,1215007.7563992047,9423176.089943878,11.318536456639121,1140.7825102470301
1785,19278000,0.31035354403021287,68.97465187710483,5.789057887971253,151,274,14,0.5,0.5,318.0224875,0.0,5.394,0.0,0.993,100000.0,5.394,3013187.0925222733,1215007.7563992047,9423176.089943878,10.920291110576953,1140.7825102470301
1786,19288800,0.310268478228603,68.97822183814196,5.73759993596365,151,274,14,0.5,0.5,316.69982500000003,26.0,5.761,0.0,0.993,100000.0,5.761,3013187.0925222733,1215007.7563992047,9423176.089943878,10.522416658547824,1140.7825102470301
1787,19299600,0.30871357466875954,68.41864365769665,5.6865993849487575,151,274,14,0.5,0.5,315.3771625,97.0,6.198,0.0,0.993,100000.0,6.198,3013187.0925222733,1215007.7563992047,9423176.089943878,10.23525905014402,1140.7825102470301
1788,19310400,0.30418872870049796,66.7326867021088,5.6360521691668595,151,274,14,0.5,0.5,314.0545,169.0,6.054,0.0,0.993,100000.0,6.054,3013187.0925222733,1215007.7563992047,9423176.089943878,10.192951382271852,1140.7825102470301
1789,19321200,0.30261530650402346,66.17287541156254,5.5859542589980995,151,274,14,0.5,0.5,312.7331875,202.0,6.543,0.0,0.993,100000.0,6.543,3013187.0925222733,1215007.7563992047,9423176.089943878,10.365406349379036,1140.7825102470301
1790,19332000,0.2987844566148903,64.76817570373848,5.536301660641215,151,274,14,0.5,0.5,311.411875,121.0,6.105,0.0,0.993,99900.0,6.105,3013187.0925222733,1215007.7563992047,9423176.089943878,10.636096182256267,1140.7825102470301
1791,19342800,0.2956803209192196,63.644921974498914,5.487090415795165,151,274,14,0.5,0.5,310.09056250000003,19.0,4.986,0.0,0.993,99900.0,4.986,3013187.0925222733,1215007.7563992047,9423176.089943878,10.617810431886337,1140.7825102470301
1792,19353600,0.29255525745884364,62.52152926631406,5.438316601343585,151,274,14,0.5,0.5,308.76925,0.0,4.569,0.0,0.993,99900.0,4.569,3013187.0925222733,1215007.7563992047,9423176.089943878,10.245373435603703,1140.7825102470301
